# Full Meteostat DB mirror (678 rows)
# Generated: 2026-03-18 20:39:02
# Summary: meteostat=678 rows 2026-02-01 00:00:00 to 2026-03-01 05:00:00

[meteostat]
id,timestamp,temperature,humidity,wind_speed,cloudiness,uv_index,irradiance,wind_power_density,solar_energy_yield,source
123687,2026-02-01 00:00:00,25.3,69.0,0,1.5277778,meteostat,0,0
123688,2026-02-01 01:00:00,26.2,65.0,0,1.5277778,meteostat,0,0
123689,2026-02-01 02:00:00,27.2,62.0,0,2.0555556,meteostat,0,0
123690,2026-02-01 03:00:00,28.1,59.0,0,2.5833333,meteostat,0,0
123691,2026-02-01 04:00:00,28.5,58.0,0,3.0833333,meteostat,0,0
123692,2026-02-01 05:00:00,28.8,57.0,0,3.0833333,meteostat,0,0
123693,2026-02-01 06:00:00,29.0,57.0,0,3.0833333,meteostat,0,0
123694,2026-02-01 07:00:00,28.8,56.0,0,3.0833333,meteostat,0,0
123695,2026-02-01 08:00:00,28.6,55.0,0,3.0833333,meteostat,0,0
123696,2026-02-01 09:00:00,28.4,54.0,0,3.0833333,meteostat,0,0
123697,2026-02-01 10:00:00,28.0,55.0,0,2.5833333,meteostat,0,0
123698,2026-02-01 11:00:00,27.3,57.0,0,2.5833333,meteostat,0,0
123699,2026-02-01 12:00:00,26.6,60.0,0,2.5833333,meteostat,0,0
123700,2026-02-01 13:00:00,26.4,61.0,0,2.0555556,meteostat,0,0
123701,2026-02-01 14:00:00,26.2,63.0,0,1.5277778,meteostat,0,0
123702,2026-02-01 15:00:00,26.0,65.0,0,1.0277778,meteostat,0,0
123703,2026-02-01 16:00:00,25.7,67.0,0,1.0277778,meteostat,0,0
123704,2026-02-01 17:00:00,25.4,68.0,0,1.0277778,meteostat,0,0
123705,2026-02-01 18:00:00,25.2,69.0,0,0.5,meteostat,0,0
123706,2026-02-01 19:00:00,25.0,70.0,0,1.0277778,meteostat,0,0
123707,2026-02-01 20:00:00,24.8,72.0,0,1.0277778,meteostat,0,0
123708,2026-02-01 21:00:00,24.6,72.0,0,1.0277778,meteostat,0,0
123709,2026-02-01 22:00:00,25.1,70.0,0,1.0277778,meteostat,0,0
123710,2026-02-01 23:00:00,25.5,68.0,0,1.0277778,meteostat,0,0
123711,2026-02-02 00:00:00,25.8,67.0,0,1.0277778,meteostat,0,0
123712,2026-02-02 01:00:00,26.8,62.0,0,1.5277778,meteostat,0,0
